#stripid,cmsswid,FED,CCU,VFE
287144,872425619,609,26,4
287176,872426518,609,20,3
287184,872426389,609,20,4
287192,872426261,609,20,5
287200,872426006,609,19,1
287240,872426650,609,13,2
287248,872426521,609,20,2
287256,872426394,609,13,3
287304,872424979,609,25,4
287312,872425109,609,18,3
287320,872425234,609,25,2
287368,872425750,609,19,4
287376,872425621,609,19,5
287384,872425366,609,18,1
287432,872425754,609,12,3
287440,872425880,609,19,2
287496,872426266,609,13,5
287504,872426011,609,12,1
287512,872425884,609,12,2
287560,872424726,609,17,1
287568,872424981,609,18,5
287576,872425110,609,18,4
287624,872425240,609,18,2
287632,872425114,609,11,3
287688,872425626,609,12,5
287696,872425372,609,11,1
287752,872425631,601,31,4
287760,872425629,609,12,4
294984,872427418,601,33,1
294992,872427290,601,33,2
295000,872426906,601,33,3
295048,872427295,601,30,1
295112,872427556,601,34,1
295176,872427561,601,24,4
295184,872427558,601,34,2
295240,872426653,609,13,1
295248,872427035,601,33,4
295256,872426907,601,33,5
295304,872427167,601,30,3
295312,872427039,601,30,4
295320,872426911,601,30,5
295368,872427300,601,29,1
295376,872427043,601,30,2
295384,872427045,601,29,3
295432,872427177,601,23,2
295440,872427176,601,29,2
295496,872426527,601,32,2
295504,872426270,609,13,4
295512,872426271,601,32,4
295560,872426657,601,32,1
295568,872426529,601,32,3
295624,872426916,601,29,5
295632,872426788,601,28,1
295640,872426660,601,28,2
295688,872426921,601,23,4
295696,872426919,601,29,4
295704,872426665,601,22,2
295752,872426143,601,31,1
295760,872425888,601,31,2
295768,872425761,601,31,3
295816,872426276,601,28,4
295824,872426273,601,32,5
295832,872426020,601,27,1
295880,872426405,601,28,3
295888,872426278,601,28,5
295944,872426409,601,22,3
295952,872426281,601,22,5
598088,872444333,646,24,1
598096,872444204,646,24,2
598104,872443946,646,24,3
598152,872444462,646,17,1
598160,872444334,646,17,2
598168,872444206,646,17,3
598216,872444467,646,9,1
598224,872444339,646,9,2
598232,872444211,646,9,3
598280,872444347,646,2,1
