#stripid,cmsswid,FED,TT,VFE
551240,838952192,640,37,1
551248,838951680,640,37,2
551256,838951168,640,37,3
551264,838950656,640,37,4
551272,838950144,640,37,5
551304,838952187,640,38,1
551312,838951675,640,38,2
551320,838951163,640,38,3
551328,838950651,640,38,4
551336,838950139,640,38,5
551368,838952182,640,39,1
551376,838951670,640,39,2
551384,838951158,640,39,3
551392,838950646,640,39,4
551400,838950134,640,39,5
551432,838952177,640,40,1
551440,838951665,640,40,2
551448,838951153,640,40,3
551456,838950641,640,40,4
551464,838950129,640,40,5
551496,838954752,640,41,1
551504,838954240,640,41,2
551512,838953728,640,41,3
551520,838953216,640,41,4
551528,838952704,640,41,5
551560,838954747,640,42,1
551568,838954235,640,42,2
551576,838953723,640,42,3
551584,838953211,640,42,4
551592,838952699,640,42,5
551624,838954742,640,43,1
551632,838954230,640,43,2
551640,838953718,640,43,3
551648,838953206,640,43,4
551656,838952694,640,43,5
551688,838954737,640,44,1
551696,838954225,640,44,2
551704,838953713,640,44,3
551712,838953201,640,44,4
551720,838952689,640,44,5
551752,838955264,640,45,1
551760,838955776,640,45,2
551768,838956288,640,45,3
551776,838956800,640,45,4
551784,838957312,640,45,5
551816,838955259,640,46,1
551824,838955771,640,46,2
551832,838956283,640,46,3
551840,838956795,640,46,4
551848,838957307,640,46,5
551880,838955254,640,47,1
551888,838955766,640,47,2
551896,838956278,640,47,3
551904,838956790,640,47,4
551912,838957302,640,47,5
551944,838955249,640,48,1
551952,838955761,640,48,2
551960,838956273,640,48,3
551968,838956785,640,48,4
551976,838957297,640,48,5
552008,838957824,640,49,1
552016,838958336,640,49,2
552024,838958848,640,49,3
552032,838959360,640,49,4
552040,838959872,640,49,5
552072,838957819,640,50,1
552080,838958331,640,50,2
552088,838958843,640,50,3
552096,838959355,640,50,4
552104,838959867,640,50,5
552136,838957814,640,51,1
552144,838958326,640,51,2
552152,838958838,640,51,3
552160,838959350,640,51,4
552168,838959862,640,51,5
552200,838957809,640,52,1
552208,838958321,640,52,2
552216,838958833,640,52,3
552224,838959345,640,52,4
552232,838959857,640,52,5
552264,838962432,640,53,1
552272,838961920,640,53,2
552280,838961408,640,53,3
552288,838960896,640,53,4
552296,838960384,640,53,5
552328,838962427,640,54,1
552336,838961915,640,54,2
552344,838961403,640,54,3
552352,838960891,640,54,4
552360,838960379,640,54,5
552392,838962422,640,55,1
552400,838961910,640,55,2
552408,838961398,640,55,3
552416,838960886,640,55,4
552424,838960374,640,55,5
552456,838962417,640,56,1
552464,838961905,640,56,2
552472,838961393,640,56,3
552480,838960881,640,56,4
552488,838960369,640,56,5
552520,838964992,640,57,1
552528,838964480,640,57,2
552536,838963968,640,57,3
552544,838963456,640,57,4
552552,838962944,640,57,5
552584,838964987,640,58,1
552592,838964475,640,58,2
552600,838963963,640,58,3
552608,838963451,640,58,4
552616,838962939,640,58,5
552648,838964982,640,59,1
552656,838964470,640,59,2
552664,838963958,640,59,3
552672,838963446,640,59,4
552680,838962934,640,59,5
552712,838964977,640,60,1
552720,838964465,640,60,2
552728,838963953,640,60,3
552736,838963441,640,60,4
552744,838962929,640,60,5
552776,838965504,640,61,1
552784,838966016,640,61,2
552792,838966528,640,61,3
552800,838967040,640,61,4
552808,838967552,640,61,5
552840,838965499,640,62,1
552848,838966011,640,62,2
552856,838966523,640,62,3
552864,838967035,640,62,4
552872,838967547,640,62,5
552904,838965494,640,63,1
552912,838966006,640,63,2
552920,838966518,640,63,3
552928,838967030,640,63,4
552936,838967542,640,63,5
552968,838965489,640,64,1
552976,838966001,640,64,2
552984,838966513,640,64,3
552992,838967025,640,64,4
553000,838967537,640,64,5
553032,838968064,640,65,1
553040,838968576,640,65,2
553048,838969088,640,65,3
553056,838969600,640,65,4
553064,838970112,640,65,5
553096,838968059,640,66,1
553104,838968571,640,66,2
553112,838969083,640,66,3
553120,838969595,640,66,4
553128,838970107,640,66,5
553160,838968054,640,67,1
553168,838968566,640,67,2
553176,838969078,640,67,3
553184,838969590,640,67,4
553192,838970102,640,67,5
553224,838968049,640,68,1
553232,838968561,640,68,2
553240,838969073,640,68,3
553248,838969585,640,68,4
553256,838970097,640,68,5
557128,838929172,641,1,1
557136,838928660,641,1,2
557144,838928148,641,1,3
557152,838927636,641,1,4
557160,838927124,641,1,5
557192,838929167,641,2,1
557200,838928655,641,2,2
557208,838928143,641,2,3
557216,838927631,641,2,4
557224,838927119,641,2,5
557256,838929162,641,3,1
557264,838928650,641,3,2
557272,838928138,641,3,3
557280,838927626,641,3,4
557288,838927114,641,3,5
557320,838929157,641,4,1
557328,838928645,641,4,2
557336,838928133,641,4,3
557344,838927621,641,4,4
557352,838927109,641,4,5
557384,838931732,641,5,1
557392,838931220,641,5,2
557400,838930708,641,5,3
557408,838930196,641,5,4
557416,838929684,641,5,5
557448,838931727,641,6,1
557456,838931215,641,6,2
557464,838930703,641,6,3
557472,838930191,641,6,4
557480,838929679,641,6,5
557512,838931722,641,7,1
557520,838931210,641,7,2
557528,838930698,641,7,3
557536,838930186,641,7,4
557544,838929674,641,7,5
557576,838931717,641,8,1
557584,838931205,641,8,2
557592,838930693,641,8,3
557600,838930181,641,8,4
557608,838929669,641,8,5
557640,838934292,641,9,1
557648,838933780,641,9,2
557656,838933268,641,9,3
557664,838932756,641,9,4
557672,838932244,641,9,5
557704,838934287,641,10,1
557712,838933775,641,10,2
557720,838933263,641,10,3
557728,838932751,641,10,4
557736,838932239,641,10,5
557768,838934282,641,11,1
557776,838933770,641,11,2
557784,838933258,641,11,3
557792,838932746,641,11,4
557800,838932234,641,11,5
557832,838934277,641,12,1
557840,838933765,641,12,2
557848,838933253,641,12,3
557856,838932741,641,12,4
557864,838932229,641,12,5
557896,838934804,641,13,1
557904,838935316,641,13,2
557912,838935828,641,13,3
557920,838936340,641,13,4
557928,838936852,641,13,5
557960,838934799,641,14,1
557968,838935311,641,14,2
557976,838935823,641,14,3
557984,838936335,641,14,4
557992,838936847,641,14,5
558024,838934794,641,15,1
558032,838935306,641,15,2
558040,838935818,641,15,3
558048,838936330,641,15,4
558056,838936842,641,15,5
558088,838934789,641,16,1
558096,838935301,641,16,2
558104,838935813,641,16,3
558112,838936325,641,16,4
558120,838936837,641,16,5
558152,838937364,641,17,1
558160,838937876,641,17,2
558168,838938388,641,17,3
558176,838938900,641,17,4
558184,838939412,641,17,5
558216,838937359,641,18,1
558224,838937871,641,18,2
558232,838938383,641,18,3
558240,838938895,641,18,4
558248,838939407,641,18,5
558280,838937354,641,19,1
558288,838937866,641,19,2
558296,838938378,641,19,3
558304,838938890,641,19,4
558312,838939402,641,19,5
558344,838937349,641,20,1
558352,838937861,641,20,2
558360,838938373,641,20,3
558368,838938885,641,20,4
558376,838939397,641,20,5
558408,838941972,641,21,1
558416,838941460,641,21,2
558424,838940948,641,21,3
558432,838940436,641,21,4
558440,838939924,641,21,5
558472,838941967,641,22,1
558480,838941455,641,22,2
558488,838940943,641,22,3
558496,838940431,641,22,4
558504,838939919,641,22,5
558536,838941962,641,23,1
558544,838941450,641,23,2
558552,838940938,641,23,3
558560,838940426,641,23,4
558568,838939914,641,23,5
558600,838941957,641,24,1
558608,838941445,641,24,2
558616,838940933,641,24,3
558624,838940421,641,24,4
558632,838939909,641,24,5
558664,838944532,641,25,1
558672,838944020,641,25,2
558680,838943508,641,25,3
558688,838942996,641,25,4
558696,838942484,641,25,5
558728,838944527,641,26,1
558736,838944015,641,26,2
558744,838943503,641,26,3
558752,838942991,641,26,4
558760,838942479,641,26,5
558792,838944522,641,27,1
558800,838944010,641,27,2
558808,838943498,641,27,3
558816,838942986,641,27,4
558824,838942474,641,27,5
558856,838944517,641,28,1
558864,838944005,641,28,2
558872,838943493,641,28,3
558880,838942981,641,28,4
558888,838942469,641,28,5
558920,838945044,641,29,1
558928,838945556,641,29,2
558936,838946068,641,29,3
558944,838946580,641,29,4
558952,838947092,641,29,5
558984,838945039,641,30,1
558992,838945551,641,30,2
559000,838946063,641,30,3
559008,838946575,641,30,4
559016,838947087,641,30,5
559048,838945034,641,31,1
559056,838945546,641,31,2
559064,838946058,641,31,3
559072,838946570,641,31,4
559080,838947082,641,31,5
559112,838945029,641,32,1
559120,838945541,641,32,2
559128,838946053,641,32,3
559136,838946565,641,32,4
559144,838947077,641,32,5
559176,838947604,641,33,1
559184,838948116,641,33,2
559192,838948628,641,33,3
559200,838949140,641,33,4
559208,838949652,641,33,5
559240,838947599,641,34,1
559248,838948111,641,34,2
559256,838948623,641,34,3
559264,838949135,641,34,4
559272,838949647,641,34,5
559304,838947594,641,35,1
559312,838948106,641,35,2
559320,838948618,641,35,3
559328,838949130,641,35,4
559336,838949642,641,35,5
559368,838947589,641,36,1
559376,838948101,641,36,2
559384,838948613,641,36,3
559392,838949125,641,36,4
559400,838949637,641,36,5
559432,838952212,641,37,1
559440,838951700,641,37,2
559448,838951188,641,37,3
559456,838950676,641,37,4
559464,838950164,641,37,5
559496,838952207,641,38,1
559504,838951695,641,38,2
559512,838951183,641,38,3
559520,838950671,641,38,4
559528,838950159,641,38,5
559560,838952202,641,39,1
559568,838951690,641,39,2
559576,838951178,641,39,3
559584,838950666,641,39,4
559592,838950154,641,39,5
559624,838952197,641,40,1
559632,838951685,641,40,2
559640,838951173,641,40,3
559648,838950661,641,40,4
559656,838950149,641,40,5
559688,838954772,641,41,1
559696,838954260,641,41,2
559704,838953748,641,41,3
559712,838953236,641,41,4
559720,838952724,641,41,5
559752,838954767,641,42,1
559760,838954255,641,42,2
559768,838953743,641,42,3
559776,838953231,641,42,4
559784,838952719,641,42,5
559816,838954762,641,43,1
559824,838954250,641,43,2
559832,838953738,641,43,3
559840,838953226,641,43,4
559848,838952714,641,43,5
559880,838954757,641,44,1
559888,838954245,641,44,2
559896,838953733,641,44,3
559904,838953221,641,44,4
559912,838952709,641,44,5
559944,838955284,641,45,1
559952,838955796,641,45,2
559960,838956308,641,45,3
559968,838956820,641,45,4
559976,838957332,641,45,5
560008,838955279,641,46,1
560016,838955791,641,46,2
560024,838956303,641,46,3
560032,838956815,641,46,4
560040,838957327,641,46,5
560072,838955274,641,47,1
560080,838955786,641,47,2
560088,838956298,641,47,3
560096,838956810,641,47,4
560104,838957322,641,47,5
560136,838955269,641,48,1
560144,838955781,641,48,2
560152,838956293,641,48,3
560160,838956805,641,48,4
560168,838957317,641,48,5
560200,838957844,641,49,1
560208,838958356,641,49,2
560216,838958868,641,49,3
560224,838959380,641,49,4
560232,838959892,641,49,5
560264,838957839,641,50,1
560272,838958351,641,50,2
560280,838958863,641,50,3
560288,838959375,641,50,4
560296,838959887,641,50,5
560328,838957834,641,51,1
560336,838958346,641,51,2
560344,838958858,641,51,3
560352,838959370,641,51,4
560360,838959882,641,51,5
560392,838957829,641,52,1
560400,838958341,641,52,2
560408,838958853,641,52,3
560416,838959365,641,52,4
560424,838959877,641,52,5
560456,838962452,641,53,1
560464,838961940,641,53,2
560472,838961428,641,53,3
560480,838960916,641,53,4
560488,838960404,641,53,5
560520,838962447,641,54,1
560528,838961935,641,54,2
560536,838961423,641,54,3
560544,838960911,641,54,4
560552,838960399,641,54,5
560584,838962442,641,55,1
560592,838961930,641,55,2
560600,838961418,641,55,3
560608,838960906,641,55,4
560616,838960394,641,55,5
560648,838962437,641,56,1
560656,838961925,641,56,2
560664,838961413,641,56,3
560672,838960901,641,56,4
560680,838960389,641,56,5
560712,838965012,641,57,1
560720,838964500,641,57,2
560728,838963988,641,57,3
560736,838963476,641,57,4
560744,838962964,641,57,5
560776,838965007,641,58,1
560784,838964495,641,58,2
560792,838963983,641,58,3
560800,838963471,641,58,4
560808,838962959,641,58,5
560840,838965002,641,59,1
560848,838964490,641,59,2
560856,838963978,641,59,3
560864,838963466,641,59,4
560872,838962954,641,59,5
560904,838964997,641,60,1
560912,838964485,641,60,2
560920,838963973,641,60,3
560928,838963461,641,60,4
560936,838962949,641,60,5
560968,838965524,641,61,1
560976,838966036,641,61,2
560984,838966548,641,61,3
560992,838967060,641,61,4
561000,838967572,641,61,5
561032,838965519,641,62,1
561040,838966031,641,62,2
561048,838966543,641,62,3
561056,838967055,641,62,4
561064,838967567,641,62,5
561096,838965514,641,63,1
561104,838966026,641,63,2
561112,838966538,641,63,3
561120,838967050,641,63,4
561128,838967562,641,63,5
561160,838965509,641,64,1
561168,838966021,641,64,2
561176,838966533,641,64,3
561184,838967045,641,64,4
561192,838967557,641,64,5
561224,838968084,641,65,1
561232,838968596,641,65,2
561240,838969108,641,65,3
561248,838969620,641,65,4
561256,838970132,641,65,5
561288,838968079,641,66,1
561296,838968591,641,66,2
561304,838969103,641,66,3
561312,838969615,641,66,4
561320,838970127,641,66,5
561352,838968074,641,67,1
561360,838968586,641,67,2
561368,838969098,641,67,3
561376,838969610,641,67,4
561384,838970122,641,67,5
561416,838968069,641,68,1
561424,838968581,641,68,2
561432,838969093,641,68,3
561440,838969605,641,68,4
561448,838970117,641,68,5
565320,838929192,642,1,1
565328,838928680,642,1,2
565336,838928168,642,1,3
565344,838927656,642,1,4
565352,838927144,642,1,5
565384,838929187,642,2,1
565392,838928675,642,2,2
565400,838928163,642,2,3
565408,838927651,642,2,4
565416,838927139,642,2,5
565448,838929182,642,3,1
565456,838928670,642,3,2
565464,838928158,642,3,3
565472,838927646,642,3,4
565480,838927134,642,3,5
565512,838929177,642,4,1
565520,838928665,642,4,2
565528,838928153,642,4,3
565536,838927641,642,4,4
565544,838927129,642,4,5
565576,838931752,642,5,1
565584,838931240,642,5,2
565592,838930728,642,5,3
565600,838930216,642,5,4
565608,838929704,642,5,5
565640,838931747,642,6,1
565648,838931235,642,6,2
565656,838930723,642,6,3
565664,838930211,642,6,4
565672,838929700,642,6,5
565704,838931742,642,7,1
565712,838931230,642,7,2
565720,838930718,642,7,3
565728,838930206,642,7,4
565736,838929694,642,7,5
565768,838931737,642,8,1
565776,838931225,642,8,2
565784,838930713,642,8,3
565792,838930201,642,8,4
565800,838929689,642,8,5
565832,838934312,642,9,1
565840,838933800,642,9,2
565848,838933288,642,9,3
565856,838932776,642,9,4
565864,838932264,642,9,5
565896,838934307,642,10,1
565904,838933795,642,10,2
565912,838933283,642,10,3
565920,838932771,642,10,4
565928,838932259,642,10,5
565960,838934302,642,11,1
565968,838933790,642,11,2
565976,838933278,642,11,3
565984,838932766,642,11,4
565992,838932254,642,11,5
566024,838934297,642,12,1
566032,838933785,642,12,2
566040,838933273,642,12,3
566048,838932761,642,12,4
566056,838932249,642,12,5
566088,838934824,642,13,1
566096,838935336,642,13,2
566104,838935848,642,13,3
566112,838936360,642,13,4
566120,838936872,642,13,5
566152,838934819,642,14,1
566160,838935331,642,14,2
566168,838935843,642,14,3
566176,838936355,642,14,4
566184,838936867,642,14,5
566216,838934814,642,15,1
566224,838935326,642,15,2
566232,838935838,642,15,3
566240,838936350,642,15,4
566248,838936862,642,15,5
566280,838934809,642,16,1
566288,838935321,642,16,2
566296,838935833,642,16,3
566304,838936345,642,16,4
566312,838936857,642,16,5
566344,838937384,642,17,1
566352,838937896,642,17,2
566360,838938408,642,17,3
566368,838938920,642,17,4
566376,838939432,642,17,5
566408,838937379,642,18,1
566416,838937891,642,18,2
566424,838938403,642,18,3
566432,838938915,642,18,4
566440,838939427,642,18,5
566472,838937374,642,19,1
566480,838937886,642,19,2
566488,838938398,642,19,3
566496,838938910,642,19,4
566504,838939422,642,19,5
566536,838937369,642,20,1
566544,838937881,642,20,2
566552,838938393,642,20,3
566560,838938905,642,20,4
566568,838939417,642,20,5
566600,838941992,642,21,1
566608,838941480,642,21,2
566616,838940968,642,21,3
566624,838940456,642,21,4
566632,838939944,642,21,5
566664,838941987,642,22,1
566672,838941475,642,22,2
566680,838940963,642,22,3
566688,838940451,642,22,4
566696,838939939,642,22,5
566728,838941982,642,23,1
566736,838941470,642,23,2
566744,838940958,642,23,3
566752,838940446,642,23,4
566760,838939934,642,23,5
566792,838941977,642,24,1
566800,838941465,642,24,2
566808,838940953,642,24,3
566816,838940441,642,24,4
566824,838939929,642,24,5
566856,838944552,642,25,1
566864,838944040,642,25,2
566872,838943528,642,25,3
566880,838943016,642,25,4
566888,838942504,642,25,5
566920,838944547,642,26,1
566928,838944035,642,26,2
566936,838943523,642,26,3
566944,838943011,642,26,4
566952,838942499,642,26,5
566984,838944542,642,27,1
566992,838944030,642,27,2
567000,838943518,642,27,3
567008,838943006,642,27,4
567016,838942494,642,27,5
567048,838944537,642,28,1
567056,838944025,642,28,2
567064,838943513,642,28,3
567072,838943001,642,28,4
567080,838942489,642,28,5
567112,838945064,642,29,1
567120,838945576,642,29,2
567128,838946088,642,29,3
567136,838946600,642,29,4
567144,838947112,642,29,5
567176,838945059,642,30,1
567184,838945571,642,30,2
567192,838946083,642,30,3
567200,838946595,642,30,4
567208,838947107,642,30,5
567240,838945054,642,31,1
567248,838945566,642,31,2
567256,838946078,642,31,3
567264,838946590,642,31,4
567272,838947102,642,31,5
567304,838945049,642,32,1
567312,838945561,642,32,2
567320,838946073,642,32,3
567328,838946585,642,32,4
567336,838947097,642,32,5
567368,838947624,642,33,1
567376,838948136,642,33,2
567384,838948648,642,33,3
567392,838949160,642,33,4
567400,838949672,642,33,5
567432,838947619,642,34,1
567440,838948131,642,34,2
567448,838948643,642,34,3
567456,838949155,642,34,4
567464,838949667,642,34,5
567496,838947614,642,35,1
567504,838948126,642,35,2
567512,838948638,642,35,3
567520,838949150,642,35,4
567528,838949662,642,35,5
567560,838947609,642,36,1
567568,838948121,642,36,2
567576,838948633,642,36,3
567584,838949145,642,36,4
567592,838949657,642,36,5
567624,838952232,642,37,1
567632,838951720,642,37,2
567640,838951208,642,37,3
567648,838950696,642,37,4
567656,838950184,642,37,5
567688,838952227,642,38,1
567696,838951715,642,38,2
567704,838951203,642,38,3
567712,838950691,642,38,4
567720,838950179,642,38,5
567752,838952222,642,39,1
567760,838951710,642,39,2
567768,838951198,642,39,3
567776,838950686,642,39,4
567784,838950174,642,39,5
567816,838952217,642,40,1
567824,838951705,642,40,2
567832,838951193,642,40,3
567840,838950681,642,40,4
567848,838950169,642,40,5
567880,838954792,642,41,1
567888,838954280,642,41,2
567896,838953768,642,41,3
567904,838953256,642,41,4
567912,838952744,642,41,5
567944,838954787,642,42,1
567952,838954275,642,42,2
567960,838953763,642,42,3
567968,838953251,642,42,4
567976,838952739,642,42,5
568008,838954782,642,43,1
568016,838954270,642,43,2
568024,838953758,642,43,3
568032,838953246,642,43,4
568040,838952734,642,43,5
568072,838954777,642,44,1
568080,838954265,642,44,2
568088,838953753,642,44,3
568096,838953241,642,44,4
568104,838952729,642,44,5
568136,838955304,642,45,1
568144,838955816,642,45,2
568152,838956328,642,45,3
568160,838956840,642,45,4
568168,838957352,642,45,5
568200,838955299,642,46,1
568208,838955811,642,46,2
568216,838956323,642,46,3
568224,838956835,642,46,4
568232,838957347,642,46,5
568264,838955294,642,47,1
568272,838955806,642,47,2
568280,838956318,642,47,3
568288,838956830,642,47,4
568296,838957342,642,47,5
568328,838955289,642,48,1
568336,838955801,642,48,2
568344,838956313,642,48,3
568352,838956825,642,48,4
568360,838957337,642,48,5
568392,838957864,642,49,1
568400,838958376,642,49,2
568408,838958888,642,49,3
568416,838959400,642,49,4
568424,838959912,642,49,5
568456,838957859,642,50,1
568464,838958371,642,50,2
568472,838958883,642,50,3
568480,838959395,642,50,4
568488,838959907,642,50,5
568520,838957854,642,51,1
568528,838958366,642,51,2
568536,838958878,642,51,3
568544,838959390,642,51,4
568552,838959902,642,51,5
568584,838957849,642,52,1
568592,838958361,642,52,2
568600,838958873,642,52,3
568608,838959385,642,52,4
568616,838959897,642,52,5
568648,838962472,642,53,1
568656,838961960,642,53,2
568664,838961448,642,53,3
568672,838960936,642,53,4
568680,838960424,642,53,5
568712,838962467,642,54,1
568720,838961955,642,54,2
568728,838961443,642,54,3
568736,838960931,642,54,4
568744,838960419,642,54,5
568776,838962462,642,55,1
568784,838961950,642,55,2
568792,838961438,642,55,3
568800,838960926,642,55,4
568808,838960414,642,55,5
568840,838962457,642,56,1
568848,838961945,642,56,2
568856,838961433,642,56,3
568864,838960921,642,56,4
568872,838960409,642,56,5
568904,838965032,642,57,1
568912,838964520,642,57,2
568920,838964008,642,57,3
568928,838963496,642,57,4
568936,838962984,642,57,5
568968,838965027,642,58,1
568976,838964515,642,58,2
568984,838964003,642,58,3
568992,838963491,642,58,4
569000,838962979,642,58,5
569032,838965022,642,59,1
569040,838964510,642,59,2
569048,838963998,642,59,3
569056,838963486,642,59,4
569064,838962974,642,59,5
569096,838965017,642,60,1
569104,838964505,642,60,2
569112,838963993,642,60,3
569120,838963481,642,60,4
569128,838962969,642,60,5
569160,838965544,642,61,1
569168,838966056,642,61,2
569176,838966568,642,61,3
569184,838967080,642,61,4
569192,838967592,642,61,5
569224,838965539,642,62,1
569232,838966051,642,62,2
569240,838966563,642,62,3
569248,838967075,642,62,4
569256,838967587,642,62,5
569288,838965534,642,63,1
569296,838966046,642,63,2
569304,838966558,642,63,3
569312,838967070,642,63,4
569320,838967582,642,63,5
569352,838965529,642,64,1
569360,838966041,642,64,2
569368,838966553,642,64,3
569376,838967065,642,64,4
569384,838967577,642,64,5
569416,838968104,642,65,1
569424,838968616,642,65,2
569432,838969128,642,65,3
569440,838969640,642,65,4
569448,838970152,642,65,5
569480,838968099,642,66,1
569488,838968611,642,66,2
569496,838969123,642,66,3
569504,838969635,642,66,4
569512,838970147,642,66,5
569544,838968094,642,67,1
569552,838968606,642,67,2
569560,838969118,642,67,3
569568,838969630,642,67,4
569576,838970142,642,67,5
569608,838968089,642,68,1
569616,838968601,642,68,2
569624,838969113,642,68,3
569632,838969625,642,68,4
569640,838970137,642,68,5
573512,838929212,643,1,1
573520,838928700,643,1,2
573528,838928188,643,1,3
573536,838927676,643,1,4
573544,838927164,643,1,5
573576,838929207,643,2,1
573584,838928695,643,2,2
573592,838928183,643,2,3
573600,838927671,643,2,4
573608,838927159,643,2,5
573640,838929202,643,3,1
573648,838928690,643,3,2
573656,838928178,643,3,3
573664,838927666,643,3,4
573672,838927154,643,3,5
573704,838929197,643,4,1
573712,838928685,643,4,2
573720,838928173,643,4,3
573728,838927661,643,4,4
573736,838927149,643,4,5
573768,838931772,643,5,1
573776,838931260,643,5,2
573784,838930748,643,5,3
573792,838930236,643,5,4
573800,838929724,643,5,5
573832,838931767,643,6,1
573840,838931255,643,6,2
573848,838930743,643,6,3
573856,838930231,643,6,4
573864,838929719,643,6,5
573896,838931762,643,7,1
573904,838931250,643,7,2
573912,838930738,643,7,3
573920,838930226,643,7,4
573928,838929715,643,7,5
573960,838931757,643,8,1
573968,838931245,643,8,2
573976,838930733,643,8,3
573984,838930221,643,8,4
573992,838929709,643,8,5
574024,838934332,643,9,1
574032,838933820,643,9,2
574040,838933308,643,9,3
574048,838932796,643,9,4
574056,838932284,643,9,5
574088,838934327,643,10,1
574096,838933815,643,10,2
574104,838933303,643,10,3
574112,838932791,643,10,4
574120,838932279,643,10,5
574152,838934322,643,11,1
574160,838933810,643,11,2
574168,838933298,643,11,3
574176,838932786,643,11,4
574184,838932274,643,11,5
574216,838934317,643,12,1
574224,838933805,643,12,2
574232,838933293,643,12,3
574240,838932781,643,12,4
574248,838932269,643,12,5
574280,838934844,643,13,1
574288,838935356,643,13,2
574296,838935868,643,13,3
574304,838936380,643,13,4
574312,838936892,643,13,5
574344,838934839,643,14,1
574352,838935351,643,14,2
574360,838935863,643,14,3
574368,838936375,643,14,4
574376,838936887,643,14,5
574408,838934834,643,15,1
574416,838935346,643,15,2
574424,838935858,643,15,3
574432,838936370,643,15,4
574440,838936882,643,15,5
574472,838934829,643,16,1
574480,838935341,643,16,2
574488,838935853,643,16,3
574496,838936365,643,16,4
574504,838936877,643,16,5
574536,838937404,643,17,1
574544,838937916,643,17,2
574552,838938428,643,17,3
574560,838938940,643,17,4
574568,838939452,643,17,5
574600,838937399,643,18,1
574608,838937911,643,18,2
574616,838938423,643,18,3
574624,838938935,643,18,4
574632,838939447,643,18,5
574664,838937394,643,19,1
574672,838937906,643,19,2
574680,838938418,643,19,3
574688,838938930,643,19,4
574696,838939442,643,19,5
574728,838937389,643,20,1
574736,838937901,643,20,2
574744,838938413,643,20,3
574752,838938925,643,20,4
574760,838939437,643,20,5
574792,838942012,643,21,1
574800,838941500,643,21,2
574808,838940988,643,21,3
574816,838940476,643,21,4
574824,838939964,643,21,5
574856,838942007,643,22,1
574864,838941495,643,22,2
574872,838940983,643,22,3
574880,838940471,643,22,4
574888,838939959,643,22,5
574920,838942002,643,23,1
574928,838941490,643,23,2
574936,838940978,643,23,3
574944,838940466,643,23,4
574952,838939954,643,23,5
574984,838941997,643,24,1
574992,838941485,643,24,2
575000,838940973,643,24,3
575008,838940461,643,24,4
575016,838939949,643,24,5
575048,838944572,643,25,1
575056,838944060,643,25,2
575064,838943548,643,25,3
575072,838943036,643,25,4
575080,838942524,643,25,5
575112,838944567,643,26,1
575120,838944055,643,26,2
575128,838943543,643,26,3
575136,838943031,643,26,4
575144,838942519,643,26,5
575176,838944562,643,27,1
575184,838944050,643,27,2
575192,838943538,643,27,3
575200,838943026,643,27,4
575208,838942514,643,27,5
575240,838944557,643,28,1
575248,838944045,643,28,2
575256,838943533,643,28,3
575264,838943021,643,28,4
575272,838942509,643,28,5
575304,838945084,643,29,1
575312,838945596,643,29,2
575320,838946108,643,29,3
575328,838946620,643,29,4
575336,838947132,643,29,5
575368,838945079,643,30,1
575376,838945591,643,30,2
575384,838946103,643,30,3
575392,838946615,643,30,4
575400,838947127,643,30,5
575432,838945074,643,31,1
575440,838945586,643,31,2
575448,838946098,643,31,3
575456,838946610,643,31,4
575464,838947122,643,31,5
575496,838945069,643,32,1
575504,838945581,643,32,2
575512,838946093,643,32,3
575520,838946605,643,32,4
575528,838947117,643,32,5
575560,838947644,643,33,1
575568,838948156,643,33,2
575576,838948668,643,33,3
575584,838949180,643,33,4
575592,838949692,643,33,5
575624,838947639,643,34,1
575632,838948151,643,34,2
575640,838948663,643,34,3
575648,838949175,643,34,4
575656,838949687,643,34,5
575688,838947634,643,35,1
575696,838948146,643,35,2
575704,838948658,643,35,3
575712,838949170,643,35,4
575720,838949682,643,35,5
575752,838947629,643,36,1
575760,838948141,643,36,2
575768,838948653,643,36,3
575776,838949165,643,36,4
575784,838949677,643,36,5
575816,838952252,643,37,1
575824,838951740,643,37,2
575832,838951228,643,37,3
575840,838950716,643,37,4
575848,838950204,643,37,5
575880,838952247,643,38,1
575888,838951735,643,38,2
575896,838951223,643,38,3
575904,838950711,643,38,4
575912,838950199,643,38,5
575944,838952242,643,39,1
575952,838951730,643,39,2
575960,838951218,643,39,3
575968,838950706,643,39,4
575976,838950194,643,39,5
576008,838952237,643,40,1
576016,838951725,643,40,2
576024,838951213,643,40,3
576032,838950701,643,40,4
576040,838950189,643,40,5
576072,838954812,643,41,1
576080,838954300,643,41,2
576088,838953788,643,41,3
576096,838953276,643,41,4
576104,838952764,643,41,5
576136,838954807,643,42,1
576144,838954295,643,42,2
576152,838953783,643,42,3
576160,838953271,643,42,4
576168,838952759,643,42,5
576200,838954802,643,43,1
576208,838954290,643,43,2
576216,838953778,643,43,3
576224,838953266,643,43,4
576232,838952754,643,43,5
576264,838954797,643,44,1
576272,838954285,643,44,2
576280,838953773,643,44,3
576288,838953261,643,44,4
576296,838952749,643,44,5
576328,838955324,643,45,1
576336,838955836,643,45,2
576344,838956348,643,45,3
576352,838956860,643,45,4
576360,838957372,643,45,5
576392,838955319,643,46,1
576400,838955831,643,46,2
576408,838956343,643,46,3
576416,838956855,643,46,4
576424,838957367,643,46,5
576456,838955314,643,47,1
576464,838955826,643,47,2
576472,838956338,643,47,3
576480,838956850,643,47,4
576488,838957362,643,47,5
